classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.6648333333333334, 0.22649999999999998, 0.3355, 0.44499999999999995, 0.33466666666666667]",0.22649999999999998,0.4013,0.14878453473993117,0.5999999999999999,31.8,0.53,10.251498889923095
svc,"[0.11500000000000005, 0.22499999999999998, 0.4461666666666666, 0.11583333333333339, 0.4441666666666666]",0.11500000000000005,0.2692333333333333,0.1491195120998217,0.7333333333333334,31.4,0.5233333333333333,12.45455436706543
