classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.17055555555555552,0.35205555555555557,0.10895627166805255,0.65,5.0,0.5555555555555556,74.15118551254272
svc,0.1694444444444444,0.26755555555555555,0.08012074221656547,0.7333333333333334,3.2,0.35555555555555557,48.51610569953918
