classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.1672222222222222,0.3502777777777778,0.17769659604762714,0.6500000000000001,3.4,0.3777777777777778,210.3783278465271
svc,0.17055555555555552,0.26755555555555555,0.061393639836270365,0.7333333333333333,3.2,0.3555555555555555,146.98493175506593
