classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.17055555555555552,0.25416666666666665,0.052537170850624,0.75,6.0,0.6666666666666667,6.102957630157471
svc,0.25194444444444447,0.34894444444444445,0.061090248964286574,0.65,2.2,0.2444444444444444,3.968129587173462
