optimizer,avg
ga,0.24450000000000002
aco,0.24475
de,0.24641666666666664
fa,0.26133333333333336
ba,0.27058333333333334
gwo,0.27458333333333335
woa,0.28625
pso,0.29541666666666666
dummy,0.2986666666666667
da,0.30075
goa,0.3050833333333333
cs,0.30541666666666667
abco,0.30725
