optimizer,avg
ga,0.24550000000000002
de,0.25325000000000003
fa,0.25629166666666664
gwo,0.26095833333333335
aco,0.27370833333333333
woa,0.280375
goa,0.284625
pso,0.28491666666666665
cs,0.291125
ba,0.29433333333333334
da,0.29658333333333337
abco,0.2970833333333333
dummy,0.29833333333333334
