classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.07470588235294116, 0.19470588235294115, 0.0776470588235294, 0.25764705882352945, 0.2547058823529412, 0.13470588235294115, 0.014705882352941175, 0.07470588235294116, 0.026470588235294114, 0.07176470588235292]",0.014705882352941175,0.11817647058823529,0.08421074650535774,0.8866666666666667,5.5,0.16176470588235295,19.417756175994874
svc,"[0.21235294117647055, 0.08352941176470587, 0.3147058823529412, 0.19470588235294115, 0.017647058823529408, 0.07470588235294116, 0.1464705882352941, 0.19470588235294115, 0.14352941176470585, 0.014705882352941175]",0.014705882352941175,0.13970588235294118,0.08939638025540053,0.8666666666666668,6.7,0.1970588235294118,42.93063583374023
