classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.005909090909090915,0.15377272727272728,0.09132759917955158,0.85,11.6,0.5272727272727272,706.365817975998
svc,0.12693181818181817,0.2249318181818182,0.04900284609713843,0.775,4.8,0.21818181818181817,34.99991946220398
