classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.12465909090909091,0.24859090909090908,0.1563893609917406,0.75,2.4,0.10909090909090909,1095.1189830780029
svc,0.000454545454545455,0.24822727272727274,0.2073997891046689,0.75,1.6,0.07272727272727274,108.6677104473114
