classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.0027272727272727297,0.27552272727272725,0.2516815513814732,0.725,7.2,0.32727272727272727,554.6407510280609
svc,0.12465909090909091,0.32365909090909095,0.16815911087493277,0.675,4.2,0.19090909090909092,28.000470876693726
