classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.25764705882352945, 0.13470588235294115, 0.06588235294117646, 0.18882352941176467, 0.31764705882352945, 0.3205882352941177, 0.31764705882352945, 0.36882352941176477, 0.2547058823529412, 0.251764705882353]",0.06588235294117646,0.24782352941176472,0.08900839741107906,0.74,4.7,0.13823529411764707,5.6880460500717165
svc,"[0.25764705882352945, 0.1641176470588235, 0.07470588235294116, 0.22117647058823525, 0.21235294117647055, 0.24882352941176475, 0.3205882352941177, 0.02058823529411764, 0.14058823529411762, 0.02058823529411764]",0.02058823529411764,0.16811764705882354,0.09776385644141489,0.8400000000000001,8.2,0.24117647058823533,10.848558712005616
