classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.07685064935064934,0.2738051948051948,0.11270371709122903,0.7285714285714285,22.4,0.5090909090909091,0.25702357292175293
svc,0.1448376623376624,0.21637012987012993,0.07825286768156116,0.7857142857142857,18.6,0.42272727272727273,0.4404478073120117
