classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.007045454545454552,0.16238961038961036,0.12100197410186811,0.8428571428571429,30.0,0.6818181818181819,4.275852155685425
svc,0.14551948051948058,0.20254545454545458,0.06910154444068799,0.8,20.0,0.4545454545454546,1.3136597633361817
