classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.14574675324675332,0.2304675324675325,0.08221694108012925,0.7714285714285715,18.4,0.41818181818181815,576.2059017181397
svc,0.21464285714285716,0.2859025974025974,0.044806198934729764,0.7142857142857143,13.4,0.30454545454545456,56.188900756835935
