classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.31136363636363634, 0.4284090909090909, 0.3159090909090909, 0.20795454545454545, 0.20340909090909087]",0.20340909090909087,0.2934090909090909,0.0830133664433895,0.775,20.0,0.909090909090909,0.4897430419921875
svc,"[0.3159090909090909, 0.3068181818181818, 0.19886363636363635, 0.20795454545454545, 0.3068181818181818]",0.19886363636363635,0.2672727272727273,0.05232902107130414,0.8,19.2,0.8727272727272727,0.6280436992645264
