classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.14319327731092443,0.2643512605042017,0.0844997213402174,0.7342857142857142,4.4,0.12941176470588237,1037.5526475906372
svc,0.0017647058823529428,0.170890756302521,0.09574862856924025,0.8285714285714285,4.0,0.11764705882352941,174.82761192321777
