classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.00852941176470589,0.12073109243697482,0.07106818427329374,0.8857142857142858,25.8,0.7588235294117648,3.477390670776367
svc,0.0061764705882353,0.03446050420168067,0.03319305878026138,0.9723809523809525,24.2,0.711764705882353,5.21730751991272
