classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.08042016806722688,0.21666386554621853,0.09358341627202968,0.7904761904761906,31.4,0.9235294117647058,5.915057945251465
svc,0.07570588235294118,0.09326722689075631,0.028833204834180635,0.9152380952380952,31.8,0.9352941176470587,9.006917667388915
