classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.14672268907563032,0.21478487394957985,0.07777614294779162,0.7885714285714285,18.6,0.5470588235294118,75.89461665153503
svc,0.004411764705882356,0.1441310924369748,0.08943180425585044,0.8590476190476191,15.6,0.4588235294117647,8.199259901046753
