classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.07130252100840334,0.20624873949579828,0.14978796063169184,0.7923809523809524,2.4,0.07058823529411765,4.452290201187134
svc,0.001176470588235295,0.14042521008403366,0.08943397534837606,0.8590476190476191,3.0,0.08823529411764706,6.913941144943237
