classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.13582352941176468,0.19987899159663866,0.05516695131577944,0.8019047619047619,12.8,0.3764705882352941,0.23554439544677735
svc,0.003823529411764709,0.07506722689075632,0.08903133748940019,0.9285714285714285,14.8,0.4352941176470589,0.327898645401001
