classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.07913043478260867, 0.12826086956521743, 0.1573913043478261, 0.2098550724637681, 0.32057971014492753]",0.07913043478260867,0.17904347826086955,0.0824768640425267,0.8521739130434781,13.8,0.4600000000000001,7.11170334815979
svc,"[0.15072463768115946, 0.1573913043478261, 0.18985507246376812, 0.2323188405797101, 0.2714492753623189]",0.15072463768115946,0.20034782608695653,0.04581568142640975,0.817391304347826,10.8,0.36,12.888894605636597
