classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.254, 0.1845, 0.25349999999999995, 0.20550000000000004, 0.22299999999999995, 0.20850000000000002, 0.21450000000000005, 0.22150000000000006, 0.23949999999999996, 0.28400000000000003]",0.1845,0.22885,0.027596240686006485,0.806,21.7,0.5425,44.457405185699464
svc,"[0.23949999999999996, 0.188, 0.16449999999999998, 0.21250000000000005, 0.20450000000000002, 0.19450000000000003, 0.20100000000000004, 0.20550000000000004, 0.174, 0.16249999999999998]",0.16249999999999998,0.19465,0.022357381331452937,0.844,21.7,0.5425000000000001,844.7549023628235
