classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.11566666666666671,0.379,0.1783843852159961,0.6222222222222221,30.0,0.5,707.6412739276886
svc,0.2248333333333333,0.5118,0.19245427739826645,0.48888888888888893,34.8,0.5800000000000001,47.753028869628906
