classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.32782258064516134, 0.21572580645161293, 0.40645161290322585, 0.43991935483870964, 0.32782258064516134, 0.35685483870967744, 0.3858870967741935, 0.3153225806451614, 0.37338709677419357, 0.307258064516129]",0.21572580645161293,0.34564516129032263,0.0591667888006634,0.6548387096774194,2.8,0.35,16.09319715499878
svc,"[0.28629032258064513, 0.21572580645161293, 0.22822580645161292, 0.21572580645161293, 0.24475806451612903, 0.2532258064516129, 0.2737903225806452, 0.34032258064516135, 0.2116935483870968, 0.5185483870967742]",0.2116935483870968,0.27883064516129036,0.08841726917606983,0.7193548387096774,2.1,0.2625,19.781436252593995
