classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.3581168831168831, 0.49954545454545457, 0.36038961038961037, 0.36016233766233763, 0.5]",0.3581168831168831,0.4156428571428571,0.06869646338518931,0.5857142857142856,24.2,0.55,5.241447114944458
svc,"[0.15120129870129878, 0.29262987012987013, 0.5040909090909091, 0.213961038961039, 0.3624350649350649]",0.15120129870129878,0.3048636363636364,0.12249982600212754,0.7,34.6,0.7863636363636364,12.179254961013793
