classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.36461038961038955, 0.1717532467532468, 0.24058441558441557, 0.437987012987013, 0.3071428571428571]",0.1717532467532468,0.3044155844155844,0.09289337228023425,0.7142857142857142,20.8,0.47272727272727266,30.26075839996338
svc,"[0.34188311688311684, 0.15129870129870132, 0.2133116883116883, 0.3441558441558441, 0.21785714285714286]",0.15129870129870132,0.25370129870129865,0.07662959472898542,0.7428571428571428,9.8,0.22272727272727275,79.7256633758545
