classifier,best,avg,std_dev,acc,n_features,execution_time
knn,0.1466558441558442,0.2746688311688312,0.11374665964561924,0.7285714285714285,26.2,280.9456052303314
svc,0.07662337662337661,0.34524675324675325,0.20199406979767723,0.6571428571428573,25.6,49.74734983444214
