classifier,best,avg,std_dev,acc,n_features,execution_time
knn,0.00307692307692308,0.10638186813186815,0.09404978037328045,0.8964285714285716,5.0,58.925921726226804
svc,0.0038461538461538494,0.20876373626373623,0.12952278956206933,0.7928571428571429,4.8,24.274381494522096
