classifier,best,avg,std_dev,acc,n_features,execution_time
knn,0.17166666666666663,0.3357777777777778,0.08997417324905994,0.6666666666666667,5.2,520.4552931785583
svc,0.25416666666666665,0.3846111111111111,0.11046989981633956,0.6166666666666667,4.6,190.8080988883972
