classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.3206048387096775,0.33662903225806456,0.02524002363160613,0.664516129032258,3.6,0.45,18.964007472991945
svc,0.09955645161290325,0.29216935483870976,0.10154506632169186,0.7096774193548387,3.8,0.475,23.747215366363527
