classifier,best,avg,std_dev,acc,n_features,execution_time
knn,0.2142857142857143,0.2785714285714286,0.05248906591678237,0.6428571428571429,1.4,25.76552309989929
svc,0.2142857142857143,0.2714285714285714,0.04285714285714284,0.6571428571428571,1.4,11.402989530563355
