classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.07659663865546217,0.2420689075630252,0.08301902715725049,0.7609523809523809,18.4,0.5411764705882354,0.6829983711242675
svc,0.0050000000000000044,0.0618655462184874,0.0529187067161896,0.9428571428571428,18.0,0.5294117647058824,0.9462450981140137
