classifier,best,avg,std_dev,acc,n_features,execution_time
knn,0.00153846153846154,0.030285714285714298,0.05634354744535712,0.9714285714285713,2.6,1536.4736891269683
svc,0.002307692307692309,0.27071428571428574,0.19578898504886683,0.7285714285714285,2.6,515.7912008285523
