classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.06849999999999999,0.06849999999999999,0.0,0.9333333333333333,1.0,0.25,1.6706942081451417
svc,0.06849999999999999,0.10149999999999998,0.032999999999999995,0.9,1.0,0.25,1.0829785346984864
