classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.21623376623376625,0.28690259740259744,0.06289620780821156,0.7142857142857142,17.8,0.4045454545454545,2.599597454071045
svc,0.21214285714285716,0.24115584415584418,0.05622010496606179,0.7571428571428571,3.2,0.07272727272727272,5.248468112945557
