classifier,best,avg,std_dev,acc,n_features,execution_time
knn,0.33555555555555555,0.4338888888888889,0.09575383175777506,0.5666666666666667,4.4,80.87599849700928
svc,0.0033333333333333366,0.21761111111111112,0.16994321854920894,0.7833333333333334,2.8,40.340793704986574
