classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.22566666666666665,0.3137333333333333,0.08220087861114651,0.6888888888888889,34.4,0.5733333333333333,2.3379592418670656
svc,0.22516666666666665,0.31370000000000003,0.12805898814391925,0.6888888888888889,34.2,0.5700000000000001,2.99045729637146
