classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.20241176470588232,0.2843226890756302,0.06638619053192363,0.7171428571428572,14.6,0.4294117647058823,1.965029239654541
svc,0.004117647058823533,0.08803193277310928,0.05320938500525569,0.9152380952380952,14.0,0.4117647058823529,3.1288060188293456
