classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.11516666666666671,0.31303333333333333,0.12829659214318806,0.6888888888888889,29.8,0.5033333333333333,1.9309966087341308
svc,0.22449999999999998,0.33696666666666675,0.119820347001482,0.6666666666666666,18.2,0.6966666666666665,2.890897607803345
