classifier,best,avg,std_dev,acc,n_features,execution_time
knn,0.13636363636363635,0.2556818181818182,0.08311783430868065,0.825,7.4,37.28309316635132
svc,0.13636363636363635,0.2409090909090909,0.05733852641610393,0.8,6.2,9.201407670974731
