classifier,best,avg,std_dev,acc,n_features,execution_time
knn,0.22071428571428575,0.33242857142857146,0.08414467618698314,0.6714285714285714,5.0,710.5296720981598
svc,0.14571428571428577,0.19100000000000003,0.03525591569987558,0.8142857142857143,5.0,318.62651257514955
