classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.14701680672268913,0.27082689075630256,0.13779509442449056,0.7314285714285714,16.8,0.49411764705882355,3.2254602909088135
svc,0.0745378151260504,0.11443193277310923,0.05183933494104106,0.8885714285714286,14.0,0.4117647058823529,4.835148620605469
