classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.33183333333333337,0.39786666666666665,0.05378087227093122,0.6,11.2,0.18666666666666668,4.99633150100708
svc,0.11416666666666671,0.26573333333333327,0.1113063639989496,0.7333333333333334,10.4,0.17333333333333337,7.713904094696045
