classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.00307692307692308, 0.13067307692307692, 0.2505769230769231, 0.14450549450549457, 0.14450549450549457]",0.00307692307692308,0.13466758241758242,0.07869002729753899,0.8678571428571429,5.0,0.38461538461538464,12.01466007232666
svc,"[0.12605769230769232, 0.4980769230769231, 0.12913461538461538, 0.14758241758241764, 0.42813186813186815]",0.12605769230769232,0.26579670329670335,0.16277895506165674,0.7357142857142858,5.4,0.4153846153846154,8.696475267410278
