classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.4375, 0.53, 0.5725, 0.4724999999999999, 0.44]",0.4375,0.49050000000000005,0.05285357130790692,0.5133333333333333,4.2,0.525,37.46278424263001
svc,"[0.575, 0.49749999999999994, 0.44999999999999996, 0.495, 0.5]",0.44999999999999996,0.5035,0.040236799077461416,0.51,5.0,0.625,138.48171429634095
