classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.495, 0.6500000000000001, 0.42250000000000004, 0.615, 0.47000000000000003, 0.49749999999999994, 0.48499999999999993, 0.46499999999999997, 0.48250000000000004, 0.42250000000000004]",0.42250000000000004,0.5005,0.07100880227126777,0.5133333333333333,5.0,0.625,26.315389132499696
svc,"[0.41999999999999993, 0.48250000000000004, 0.5525, 0.5075000000000001, 0.49749999999999994, 0.48250000000000004, 0.545, 0.5425, 0.525, 0.6025]",0.41999999999999993,0.5157499999999999,0.047236770634750236,0.5033333333333333,5.5,0.6875,97.21134333610534
