classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.44999999999999996, 0.405, 0.61, 0.495, 0.5049999999999999, 0.5825, 0.585, 0.46499999999999997, 0.41999999999999993, 0.5700000000000001]",0.405,0.50875,0.07033180290594009,0.5250000000000001,6.5,0.8125,55.26938865184784
svc,"[0.595, 0.55, 0.405, 0.5874999999999999, 0.48, 0.49749999999999994, 0.44999999999999996, 0.46249999999999997, 0.46749999999999997, 0.615]",0.405,0.511,0.06752036729757917,0.5183333333333333,6.2,0.775,206.69640634059905
