classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.004411764705882356,0.1102470588235294,0.08920709857397092,0.8933333333333333,15.8,0.46470588235294114,568.2643513202668
svc,0.06894117647058823,0.1622235294117647,0.07929950583892426,0.8400000000000001,13.0,0.38235294117647056,69.68798189163208
