optimizer,avg
ba,0.24375
abco,0.24441666666666664
goa,0.24566666666666667
de,0.24658333333333335
gwo,0.24941666666666665
ga,0.26366666666666666
da,0.28075
pso,0.2896666666666667
fa,0.29283333333333333
cs,0.3055
woa,0.35766666666666663
