optimizer,avg
de,0.24050000000000002
ba,0.2414166666666667
gwo,0.24679166666666666
abco,0.24733333333333332
goa,0.26345833333333335
ga,0.268125
pso,0.27554166666666663
fa,0.28225
cs,0.29291666666666666
da,0.29341666666666666
woa,0.30454166666666665
