classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.17499999999999996, 0.024999999999999994, 0.17499999999999996, 0.17499999999999996, 0.024999999999999994, 0.024999999999999994, 0.17499999999999996, 0.024999999999999994, 0.024999999999999994, 0.024999999999999994]",0.024999999999999994,0.08499999999999999,0.07348469228349533,0.9333333333333333,1.0,0.25,27.080322408676146
svc,"[0.024999999999999994, 0.024999999999999994, 0.6250000000000001, 0.024999999999999994, 0.024999999999999994, 0.024999999999999994, 0.17499999999999996, 0.17499999999999996, 0.024999999999999994, 0.024999999999999994]",0.024999999999999994,0.11499999999999999,0.18000000000000002,0.9,1.0,0.25,17.243699383735656
