classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.0050000000000000044, 0.5, 0.0025000000000000022, 0.0050000000000000044, 0.16999999999999996]",0.0025000000000000022,0.1365,0.19276669836877944,0.8666666666666666,1.8,0.45,0.7831095695495606
svc,"[0.007500000000000007, 0.17249999999999996, 0.0050000000000000044, 0.16749999999999995, 0.0050000000000000044]",0.0050000000000000044,0.07149999999999998,0.08044563381563971,0.9333333333333333,2.2,0.55,0.6322787761688232
