classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.024999999999999994, 0.32500000000000007, 0.024999999999999994, 0.17499999999999996, 0.024999999999999994, 0.024999999999999994, 0.17499999999999996, 0.024999999999999994, 0.17499999999999996, 0.17499999999999996]",0.024999999999999994,0.11499999999999999,0.099498743710662,0.9000000000000001,1.0,0.25,8.258912491798402
svc,"[0.17499999999999996, 0.024999999999999994, 0.17499999999999996, 0.6250000000000001, 0.32500000000000007, 0.024999999999999994, 0.024999999999999994, 0.024999999999999994, 0.024999999999999994, 0.024999999999999994]",0.024999999999999994,0.145,0.187349939951952,0.8666666666666666,1.0,0.25,5.508533549308777
