classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.4071428571428571, 0.3142857142857142, 0.5357142857142857, 0.4214285714285714, 0.17142857142857146, 0.2785714285714286, 0.3571428571428571, 0.3142857142857142, 0.3285714285714285, 0.4214285714285714]",0.17142857142857146,0.3549999999999999,0.09368041635349014,0.6928571428571428,5.5,0.7857142857142857,19.50340600013733
svc,"[0.4214285714285714, 0.557142857142857, 0.2285714285714286, 0.2, 0.29999999999999993, 0.2642857142857143, 0.3928571428571428, 0.2, 0.3928571428571428, 0.2285714285714286]",0.2,0.31857142857142856,0.11231333720571972,0.7285714285714285,5.2,0.7428571428571429,16.6295964717865
