classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.2270588235294117, 0.7552941176470589, 0.23882352941176466, 0.02941176470588235, 0.9411764705882353, 0.2329411764705882, 0.4070588235294118, 0.7552941176470589, 0.22117647058823525, 0.41882352941176476]",0.02941176470588235,0.4227058823529412,0.2817262899023542,0.58,7.6,0.4470588235294118,5.098725032806397
svc,"[0.4011764705882353, 0.6047058823529412, 0.2270588235294117, 0.07058823529411763, 0.5811764705882353, 0.05294117647058823, 0.4011764705882353, 0.39529411764705885, 0.19764705882352937, 0.7552941176470589]",0.05294117647058823,0.3687058823529412,0.2215879776384767,0.6399999999999999,7.6,0.4470588235294118,6.006461358070373
