classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.07785714285714283,0.20485714285714285,0.1292793210731819,0.8,4.8,0.6857142857142857,232.00643858909606
svc,0.14714285714285721,0.2337142857142857,0.06952667965373772,0.7714285714285714,5.2,0.7428571428571429,184.1698426246643
