classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.2178571428571429,0.31942857142857145,0.0728142731018235,0.6857142857142857,5.8,0.8285714285714285,5.627255296707153
svc,0.07928571428571426,0.19128571428571434,0.07110699038514183,0.8142857142857143,5.2,0.7428571428571429,5.35339617729187
