classifier,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,0.14714285714285721,0.2911428571428572,0.11834625779759103,0.7142857142857142,5.8,0.8285714285714285,56.85801105499267
svc,0.1514285714285715,0.3047142857142857,0.10387649652646282,0.7,5.4,0.7714285714285714,43.05726819038391
