classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.5099999999999999, 0.5399999999999999, 0.565, 0.405, 0.5225, 0.5675, 0.44499999999999995, 0.49249999999999994, 0.5275, 0.495]",0.405,0.5069999999999999,0.04835803966250078,0.5283333333333334,6.6,0.825,56.24818046092987
svc,"[0.46249999999999997, 0.4075, 0.48250000000000004, 0.48, 0.53, 0.3875, 0.5225, 0.52, 0.61, 0.5525]",0.3875,0.4955,0.06307535176279241,0.5383333333333333,6.4,0.8,196.1769227027893
