classifier,all_fitness,best,avg,std_dev,acc,n_features,selected_rate,execution_time
knn,"[0.2192857142857143, 0.3607142857142857, 0.3607142857142857, 0.22071428571428575, 0.07928571428571426]",0.07928571428571426,0.24814285714285714,0.10530189834907236,0.7571428571428571,5.4,0.7714285714285715,14.68131127357483
svc,"[0.36357142857142855, 0.1514285714285715, 0.07785714285714283, 0.07928571428571426, 0.22214285714285717]",0.07785714285714283,0.17885714285714288,0.10664034539191122,0.8285714285714286,6.4,0.9142857142857143,12.935453844070434
